Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3155.HEIC,1,"Q1: 29 | Q2: F | Q3: Reno NU | Q4: 2 official, I renegade | Q5: logic/reasoning + language/ammun-ication | Q6: EMOTION, creativity, free thinking | Q7: no - it's inorganic/a machine - no ""real"" nerves | Q8: sense of touch / physical connection inspiration | Q9: I am a cisgender, hetero sexual, white woman - I don't face the kind of challenges / experiences BIPOC/LGBT+ people do",29,F,Reno NU,"2 official, I renegade",logic/reasoning + language/ammun-ication,"EMOTION, creativity, free thinking","no - it's inorganic/a machine - no ""real"" nerves",sense of touch / physical connection inspiration,"I am a cisgender, hetero sexual, white woman - I don't face the kind of challenges / experiences BIPOC/LGBT+ people do",,,,,,,29,F,2,Local/West,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3162.HEIC,1,"Q1: 33 | Q2: F | Q3: LA | Q4: 6 | Q5: electronic boom | Q6: emotions! | Q7: no | Q8: emotions, interactiong, adventures | Q9: [Blank]",33,F,LA,6,electronic boom,emotions!,no,"emotions, interactiong, adventures",[Blank],,,,,,,33,F,6,Local/West,Veteran
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3158.HEIC,1,Q1: 32 | Q2: Male | Q3: NYC | Q4: big 3 small | Q5: I think we aren't fundamentally different. Just a sceptram of intellegence and consciowness | Q6: They don't really think yet I think they are fundamentally different | Q7: No | Q8: our understanding of deep time | Q9: A datascientist work w/ A I a lot,32,Male,NYC,big 3 small,I think we aren't fundamentally different. Just a sceptram of intellegence and consciowness,They don't really think yet I think they are fundamentally different,No,our understanding of deep time,A datascientist work w/ A I a lot,,,,,,,32,M,3,US Other,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3161.HEIC,1,Q1: 56 | Q2: F | Q3: Houston | Q4: First time! | Q5: helping others | Q6: compassion | Q7: not sure | Q8: Love,56,F,Houston,First time!,helping others,compassion,not sure,Love,,,,,,,,56,F,1,US Other,Virgin
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3175.HEIC,1,Q1: 58 | Q2: F | Q3: NYC | Q4: 2 | Q5: No | Q6: OK BY MYSELF YES BRING | Q7: N/A,58,F,NYC,2,No,OK BY MYSELF YES BRING,N/A,,,,,,,,,58,F,2,US Other,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3175.HEIC,2,"Q1: 84 | Q2: female | Q3: PaloAlto, CA | Q4: 15 | Q5: Humans are wasteful | Q6: Humans - I hope - are compassionate | Q7: No | Q8: Grief, loss of Love | Q9: No thanks",84,female,"PaloAlto, CA",15,Humans are wasteful,Humans - I hope - are compassionate,No,"Grief, loss of Love",No thanks,,,,,,,84,F,15,Local/West,Elder
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3175.HEIC,3,Q1: 36 | Q2: F | Q3: NJ | Q4: 1 | Q5: Agriculture -> use of complex tools + taking more than we need | Q6: we cannot be revived | Q7: No only a simulation | Q8: Empathy | Q9: Burning Man was really fun. But I miss my kids so much :,36,F,NJ,1,Agriculture -> use of complex tools + taking more than we need,we cannot be revived,No only a simulation,Empathy,Burning Man was really fun. But I miss my kids so much :,,,,,,,36,F,1,US Other,Virgin
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3175.HEIC,4,Q1: 37 | Q2: 2 | Q3: wash to DC | Q4: 1 | Q5: Concept of time | Q6: TBD | Q7: Yes | Q8: Im not sure other then my particular project | Q9: I love you people,37,2,wash to DC,1,Concept of time,TBD,Yes,Im not sure other then my particular project,I love you people,,,,,,,37,O,1,US Other,Virgin
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3159.HEIC,1,"Q1: 36 | Q2: F | Q3: CALGARY, AS, CANADA | Q4: 2 | Q5: FEW - SO MANY ANIMALS SHARE THINGS LIKE LOVE, CURIOSITY, PLEASURE SEEKING | Q6: WAY - LIKE THESE | Q7: NO | Q8: SELF LOATHING, SELF-DEPRECATION, SRF. JOGE MANT | Q9: NO",36,F,"CALGARY, AS, CANADA",2,"FEW - SO MANY ANIMALS SHARE THINGS LIKE LOVE, CURIOSITY, PLEASURE SEEKING",WAY - LIKE THESE,NO,"SELF LOATHING, SELF-DEPRECATION, SRF. JOGE MANT",NO,,,,,,,36,F,2,Local/West,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3159.HEIC,2,"Q1: 28 | Q2: M | Q3: Sacramento, CA | Q4: 3 times | Q5: Art | Q6: Art and emotions | Q7: Yes. Eventually, som machines will aplicde human bike. the diffhance? People will be at the portt ter thy con modify their DNA br brats they went. It will be very bhirry who is real. I don't thank the element of bichal the actual way"" will be as martat as we think by that point. | Q8: I think we are just like animals, land we the to conte at for bone of cans Emotions mental differently for us. We don't just repond to our ematars with renting that ands have, we horrees it to create at times. | Q9: We are not ab AI yob. We are at machine learning still AT will ante ti aun code and you without supervion. That will be the start of lik",28,M,"Sacramento, CA",3 times,Art,Art and emotions,"Yes. Eventually, som machines will aplicde human bike. the diffhance? People will be at the portt ter thy con modify their DNA br brats they went. It will be very bhirry who is real. I don't thank the element of bichal the actual way"" will be as martat as we think by that point.","I think we are just like animals, land we the to conte at for bone of cans Emotions mental differently for us. We don't just repond to our ematars with renting that ands have, we horrees it to create at times.",We are not ab AI yob. We are at machine learning still AT will ante ti aun code and you without supervion. That will be the start of lik,,,,,,,28,M,3,Local/West,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3157.HEIC,1,Q1: 48 | Q2: Male | Q3: Bay Area SF | Q4: 7 | Q5: Ego | Q6: Ego | Q7: No | Q8: [Blank],48,Male,Bay Area SF,7,Ego,Ego,No,[Blank],,,,,,,,48,M,7,Local/West,Veteran
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3157.HEIC,2,"Q1: 64 | Q2: Male | Q3: Palo Alto, C. | Q4: 5 times | Q5: I think what distangushes humans from animals, is our Potential to haron aul planet | Q6: humans are influenced by emotions | Q7: same worth? stupid question | Q8: falling in love, acting From fu heart. | Q9: Humble in actions and Dredg",64,Male,"Palo Alto, C.",5 times,"I think what distangushes humans from animals, is our Potential to haron aul planet",humans are influenced by emotions,same worth? stupid question,"falling in love, acting From fu heart.",Humble in actions and Dredg,,,,,,,64,M,5,US Other,Veteran
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3174.HEIC,1,"Q1: 42 | Q2: Male | Q3: Highland, CA. | Q4: 7 burns | Q5: 10 prinphes | Q6: Free seritind love | Q7: No | Q8: human have real 5 senses | Q9: I am superpower human",42,Male,"Highland, CA.",7 burns,10 prinphes,Free seritind love,No,human have real 5 senses,I am superpower human,,,,,,,42,M,7,Local/West,Veteran
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3174.HEIC,2,"Q1: 58 | Q2: male | Q3: So Cal | Q4: 13 | Q5: Desire, Self-motivatias | Q6: Language, societal organization, awareness & curiosity about the abstract & Transendentul | Q7: Theoretically, yes, but we harents come quywhere close yet. Such a being would have all the same thaws and weaknesses as a human. If we could make an artificial intelligence as smart as a doy, vid be 90% of the way to human-level Al. | Q8: The desire for learning for it's own sake entertaminant, recuesition, love, spirituality | Q9: I studied Al in college",58,male,So Cal,13,"Desire, Self-motivatias","Language, societal organization, awareness & curiosity about the abstract & Transendentul","Theoretically, yes, but we harents come quywhere close yet. Such a being would have all the same thaws and weaknesses as a human. If we could make an artificial intelligence as smart as a doy, vid be 90% of the way to human-level Al.","The desire for learning for it's own sake entertaminant, recuesition, love, spirituality",I studied Al in college,,,,,,,58,M,13,Local/West,Elder
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3156.HEIC,1,Q1: 25 | Q2: M | Q3: California | Q4: 2 | Q5: [Blank] | Q6: [Blank] | Q7: [Blank],25,M,California,2,[Blank],[Blank],[Blank],,,,,,,,,25,M,2,Local/West,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3156.HEIC,2,"Q1: 18 | Q2: M | Q3:  | Q4: 1 | Q5: disocaide dody mind, and want this # need this (like animd) | Q6: Cnot very diffonde | Q7: depend who craft the machin | Q8: le whis a mother human | Q9: normal question, juste med to Rinking",18,M,,1,"disocaide dody mind, and want this # need this (like animd)",Cnot very diffonde,depend who craft the machin,le whis a mother human,"normal question, juste med to Rinking",,,,,,,18,M,1,Unknown,Virgin
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3167.HEIC,1,Q1: 71 | Q2: M | Q3: NEW MEXICO | Q4: 1st time!,71,M,NEW MEXICO,1st time!,,,,,,,,,,,,71,M,1,US Other,Virgin
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3167.HEIC,2,Q5: Humans struggle to live in the moment. Animals always there.,,,,,Humans struggle to live in the moment. Animals always there.,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3167.HEIC,3,Q6: LOVE HOPE GRIEF TRANSCEDANCE,,,,,,LOVE HOPE GRIEF TRANSCEDANCE,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3167.HEIC,4,Q7: ONLY BY MIMICKING THE DALAI Lama.,,,,,,,ONLY BY MIMICKING THE DALAI Lama.,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3167.HEIC,5,"Q8: Loss, passage of time, Love",,,,,,,,"Loss, passage of time, Love",,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3167.HEIC,6,Q9: [Blank],,,,,,,,,[Blank],,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3176.HEIC,1,Q1: 56 | Q2: m | Q3: Las Vegas NV | Q4: 4 | Q5: self awareness intelligence & opposing thumb | Q6: soon Al machines will exceed huma- capabilities in all areas. | Q7: hopefully better | Q8: honesty | Q9: biological evolutia is linear technical evolution is exponential Al/machines/mixed beings will bo the dominant species; it's unavaldase,56,m,Las Vegas NV,4,self awareness intelligence & opposing thumb,soon Al machines will exceed huma- capabilities in all areas.,hopefully better,honesty,biological evolutia is linear technical evolution is exponential Al/machines/mixed beings will bo the dominant species; it's unavaldase,,,,,,,56,M,4,Local/West,Veteran
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3176.HEIC,2,Q1: 61 | Q2: M | Q3: MIAMI | Q4: 7 | Q5: Love | Q6: Feelings | Q7: NO | Q8: LOVE | Q9: [Blank],61,M,MIAMI,7,Love,Feelings,NO,LOVE,[Blank],,,,,,,61,M,7,US Other,Veteran
2024 Field Notes Images,C3 - Emotions,IMG_2646.HEIC,1,Q1: One | Q2: Happy | Q3: Ben | Q4: Hormones | Q5: Listening to korn,One,Happy,Ben,Hormones,Listening to korn,,,,,,,,,,,1,O,,US Other,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3170.HEIC,1,"Q1: 38 | Q2: F | Q3: San Francisco | Q4: 1 | Q5: Language, technology | Q6: Emotions, | Q7: If it has capacity to suffer, exprima joy and build relationships | Q8: Art, humor, butt puns | Q9: Feeling dissilussioned by tech + robots - taking us further autry from being human",38,F,San Francisco,1,"Language, technology","Emotions,","If it has capacity to suffer, exprima joy and build relationships","Art, humor, butt puns",Feeling dissilussioned by tech + robots - taking us further autry from being human,,,,,,,38,F,1,Local/West,Virgin
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3160.HEIC,1,"Q1: 59 | Q2: Female | Q3: Berkely. CA | Q4: 17 | Q5: Empatnys, ability to retain Knenleese aivor's senatuns by use of re written word, Bud Knutse our time, communal tenuilde Communicatmacro cultus, 5000 scienet mats | Q6: Empathy | Q7: No | Q8: Joy, comnectum, love, pe feely of Fullness after amend Sex Cannals expun animes experue soy & connects. himen experiem. AHA momit this conceptul scretipu chat",59,Female,Berkely. CA,17,"Empatnys, ability to retain Knenleese aivor's senatuns by use of re written word, Bud Knutse our time, communal tenuilde Communicatmacro cultus, 5000 scienet mats",Empathy,No,"Joy, comnectum, love, pe feely of Fullness after amend Sex Cannals expun animes experue soy & connects. himen experiem. AHA momit this conceptul scretipu chat",,,,,,,,59,F,17,Local/West,Elder
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3171.HEIC,1,Q1: 26 | Q2: FEMALE | Q3: NOMAD: VENICE BEACH MILANO FORMENTERA and the world | Q4: L | Q5: we all one | Q6: Love & consuo ushers | Q7: NEVER | Q8: The energy | Q9: pure love Teen + mumanity = depth of universalv love,26,FEMALE,NOMAD: VENICE BEACH MILANO FORMENTERA and the world,L,we all one,Love & consuo ushers,NEVER,The energy,pure love Teen + mumanity = depth of universalv love,,,,,,,26,F,,Local/West,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3171.HEIC,2,Q1: 45 | Q2: M | Q3: LA | Q4: L | Q5: ENVY | Q6: getty goosebumps | Q7: No | Q8: obsess | Q9: Eafially boshe 4 year clibeta,45,M,LA,L,ENVY,getty goosebumps,No,obsess,Eafially boshe 4 year clibeta,,,,,,,45,M,,Local/West,Unknown
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3166.HEIC,1,"Q1: 37 | Q2: Femele | Q3: Playa des carmen | Q4: 3rd | Q5: Conciencia | Q6: LOVE | Q7: Dracult | Q8: I'm still levning, But, Love the way; Love ♡ | Q9: Thankyou Be For helping meto loose Feam!♡",37,Femele,Playa des carmen,3rd,Conciencia,LOVE,Dracult,"I'm still levning, But, Love the way; Love ♡",Thankyou Be For helping meto loose Feam!♡,,,,,,,37,O,3,Local/West,Sophomore
2024 Field Notes Images,D1 - Boundaries of Humanity,IMG_3166.HEIC,2,"Q1: 35 | Q2: Female | Q3: Reno, NV | Q4: 5 times | Q5: Are Ability to be cruel | Q6: At the moment- that we organic Creatures with souls but they may change as tech grows | Q7: Possibley | Q8: At the moment nothing | Q9: The person I was at My first burn would be Shocked at who arm now 15 years later and I proud of that. Stay open minded never stop growing",35,Female,"Reno, NV",5 times,Are Ability to be cruel,At the moment- that we organic Creatures with souls but they may change as tech grows,Possibley,At the moment nothing,The person I was at My first burn would be Shocked at who arm now 15 years later and I proud of that. Stay open minded never stop growing,,,,,,,35,F,5,Local/West,Veteran
2024 Field Notes Images,C3 - Emotions,IMG_2650.HEIC,1,"Q1: 40 | Q2: Female | Q3: Sun Francisco | Q4: 9.2 | Q5: Contusion, frustration (both for setup), then enchantment & overwhelm | Q6: my campmates | Q7: my componares | Q8: The plane w/ fireworks tlasers coming out",40,Female,Sun Francisco,9.2,"Contusion, frustration (both for setup), then enchantment & overwhelm",my campmates,my componares,The plane w/ fireworks tlasers coming out,,,,,,,,40,F,9,US Other,Veteran
2024 Field Notes Images,C3 - Emotions,IMG_2650.HEIC,2,"Q1: 40 | Q2: Female | Q3: Chiago | Q4: 6 | Q5: sadnem pushtons, arawhelicy of feelings | Q6: Пе | Q7: Aueld fore | Q8: Life.",40,Female,Chiago,6,"sadnem pushtons, arawhelicy of feelings",Пе,Aueld fore,Life.,,,,,,,,40,F,6,US Other,Veteran
2024 Field Notes Images,C3 - Emotions,IMG_2631.HEIC,1,"Q1: 25 | Q2: M | Q3: Los Angeles | Q4: 2 times | Q5: Laughter + Joy, Community. Confidence, Love, Lonely Tired, at ease. | Q6: Listening to a smutty dinosaur porn reading. | Q7: Still waiting for the cry! | Q8: Seeing the burn through the fresh eyes of my little sister's first time.",25,M,Los Angeles,2 times,"Laughter + Joy, Community. Confidence, Love, Lonely Tired, at ease.",Listening to a smutty dinosaur porn reading.,Still waiting for the cry!,Seeing the burn through the fresh eyes of my little sister's first time.,,,,,,,,25,M,2,Local/West,Sophomore
2024 Field Notes Images,C3 - Emotions,IMG_2631.HEIC,2,"Q1: 73 | Q2: Maleish | Q3: [Illegible] | Q4: 18 with A 5 year hiatus | Q5: Warmth, tearr, Joy | Q6: Emying good morning to agrumpy motes that loo CENSUS that I samo good morning | Q7: Friends in the temple, thinkwind I will be there soon. | Q8: New Friends of their creativity",73,Maleish,[Illegible],18 with A 5 year hiatus,"Warmth, tearr, Joy",Emying good morning to agrumpy motes that loo CENSUS that I samo good morning,"Friends in the temple, thinkwind I will be there soon.",New Friends of their creativity,,,,,,,,73,O,18,US Other,Elder
2024 Field Notes Images,C3 - Emotions,IMG_2647.HEIC,1,"Q1: 49 | Q2: Female | Q3: Topanga - Canyon | Q4: 13. | Q5: Joy, Exhibition, exhaustion | Q6: alicia | Q7: no food. | Q8: Sunrise .",49,Female,Topanga - Canyon,13,"Joy, Exhibition, exhaustion",alicia,no food.,Sunrise .,,,,,,,,49,F,13,Local/West,Elder
2024 Field Notes Images,C3 - Emotions,IMG_2656.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,C3 - Emotions,IMG_2630.HEIC,1,Q1: 32 | Q2: F | Q3: [Illegible] | Q4: 1st time. Im a virgin! | Q5: [Blank] | Q6: Playa Showers | Q7: happy tears! watching CENSUShade lol | Q8: [Illegible],32,F,[Illegible],1st time. Im a virgin!,[Blank],Playa Showers,happy tears! watching CENSUShade lol,[Illegible],,,,,,,,32,F,1,US Other,Virgin
2024 Field Notes Images,C3 - Emotions,IMG_2660.HEIC,1,"Q1: 31 | Q2: female | Q3: Charlotte, NC | Q4: 5 | Q5: relaxation, inspiration, curiousity | Q6: nothing yet | Q7: going to sleep alone while my campmates continued to party | Q8: el pulpo humano",31,female,"Charlotte, NC",5,"relaxation, inspiration, curiousity",nothing yet,going to sleep alone while my campmates continued to party,el pulpo humano,,,,,,,,31,F,5,US Other,Veteran
2024 Field Notes Images,C3 - Emotions,IMG_2651.HEIC,1,"Q1: 4/16 | Q2: F | Q3: LAX | Q4: 3 | Q5: Dirtiest + most destructive creature of earth | Q6: Naturally stupid | Q7: Humans don't truly have morals, animals are move loyal + honorable.",16-Apr,F,LAX,3,Dirtiest + most destructive creature of earth,Naturally stupid,"Humans don't truly have morals, animals are move loyal + honorable.",,,,,,,,,16,F,3,Local/West,Sophomore
2024 Field Notes Images,C3 - Emotions,IMG_2651.HEIC,2,"Q1: 1. 32 y | Q2: female | Q3: Germany | Q4: 1st | Q5: insecurity, envy, sadness | Q6: Conversations with people at the camp but I did fell them why. | Q7: I'm hol",1. 32 y,female,Germany,1st,"insecurity, envy, sadness",Conversations with people at the camp but I did fell them why.,I'm hol,,,,,,,,,1,F,1,International,Virgin
2024 Field Notes Images,C3 - Emotions,IMG_2657.HEIC,1,"Q1: 29 | Q2: FTM | Q3: Portland, OR | Q4: 2! | Q5: Safety Comfort. Joy wonder. Curiosity. | Q6: Silly Ditches | Q7: Seeing BRC at night | Q8: Seeing everything from the top of the man and knowing nothing can replace the Playa",29,FTM,"Portland, OR",2!,Safety Comfort. Joy wonder. Curiosity.,Silly Ditches,Seeing BRC at night,Seeing everything from the top of the man and knowing nothing can replace the Playa,,,,,,,,29,O,2,Local/West,Sophomore
2024 Field Notes Images,C3 - Emotions,IMG_2641.HEIC,1,"Q1: 24 | Q2: F | Q3: Oregon | Q4: 2 | Q5: all of them, love, heartbreak, curiosity, gratitude, confusion, sonder | Q6: people rolling around in the dust for their first time | Q7: I miss my love & I can't have him back | Q8: seeing how much work goes into this place.",24,F,Oregon,2,"all of them, love, heartbreak, curiosity, gratitude, confusion, sonder",people rolling around in the dust for their first time,I miss my love & I can't have him back,seeing how much work goes into this place.,,,,,,,,24,F,2,US Other,Sophomore
2024 Field Notes Images,C3 - Emotions,IMG_2661.HEIC,1,"Q1: 50 | Q2: Non-binary | Q3: Palm Springs CA | Q4: 17 | Q5: Joy, hope, fear, Ecstacy, redness | Q6: An old sound white. Staring into a stronger's eyes | Q7: A song on a dance floor | Q8: Divine messages + synchronicity",50,Non-binary,Palm Springs CA,17,"Joy, hope, fear, Ecstacy, redness",An old sound white. Staring into a stronger's eyes,A song on a dance floor,Divine messages + synchronicity,,,,,,,,50,NB,17,Local/West,Elder
2024 Field Notes Images,C3 - Emotions,IMG_2658.HEIC,1,Q1: 39 | Q2: Make | Q3: NYC (Brooklyn) | Q4: First burn! | Q5: lots of new ones | Q6: wonder | Q7: Vulnerable strong from a friend | Q8: The deep plays,39,Make,NYC (Brooklyn),First burn!,lots of new ones,wonder,Vulnerable strong from a friend,The deep plays,,,,,,,,39,O,1,US Other,Virgin
2024 Field Notes Images,C3 - Emotions,IMG_2655.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,C3 - Emotions,IMG_2640.HEIC,1,Q1: 28 | Q2: M | Q3: Oregor | Q4: 1 | Q5: Gadress & Sorrow | Q6: Love | Q7: Light | Q8: Hope,28,M,Oregor,1,Gadress & Sorrow,Love,Light,Hope,,,,,,,,28,M,1,US Other,Virgin
